0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
[28243],[3170],[12341],[4688],[210],[13569],[25482],[4385],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6815],[23417],[34731],[22418],[9332],[27430],[30379],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1537],[7585],[8682],[23827],[22117],[12647],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1315],[9513],[21833],[30113],[22815],[12459],[34982],[15656],[10763],[22472],[30377],,,,,,,,,,,,,,,,,,,,,,,,,,
[10285],[5756],[34978],[14854],[1314],[24111],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35038],[29500],[14754],[33638],[7895],[32887],[21537],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18898],[21220],[11713],[34978],[7799],[22303],[2935],[7712],[18733],[17784],,,,,,,,,,,,,,,,,,,,,,,,,,,
[29156],[15001],[12459],[20859],[27618],[33224],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18650],[14500],[17864],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33527],[29178],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18273],[2148],[8717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3245],[19236],[33241],[11677],[24509],[2114],[28004],[12341],[5065],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33638],[31853],[31852],[4079],[18200],[11080],[11865],[35075],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23316],[30481],[13169],[5340],[1642],[25431],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27088],[18856],[19438],[33224],[33737],[11154],[31359],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7432],[19928],[27555],[29732],[17782],[13805],[13052],[25122],[27430],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27556],[14234],[3570],[11012],[7585],[2114],[34638],[29861],[6176],[14275],[9612],[14513],,,,,,,,,,,,,,,,,,,,,,,,,
[10067],[15630],[21220],[33863],[17864],[32887],[12312],[13569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18475],[29573],[1139],[33315],[32887],[13210],[13210],[13210],[18475],[11708],[1727],[18367],,,,,,,,,,,,,,,,,,,,,,,,,
[3170],[25064],[9488],[34982],[2632],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14637],[34629],[18324],[19400],[21908],[32223],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29840],[1509],[32204],[19550],[24594],[31201],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5310],[2478],[947],[29934],[10009],[8997],[4602],[1042],[29210],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[758],[32887],[6523],[14220],[19429],[154],[30668],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7259],[860],[20556],[24963],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12712],[20823],[20217],[18218],[31501],[28387],[21501],[12712],[20823],[29254],[31697],,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[18367],[16410],[33005],[33004],[10196],[7105],[10422],[15556],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25122],[34541],[16923],[12459],[34897],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32847],[31501],[20288],[5965],[31501],[2053],[18367],[20822],[4886],[27285],[20822],[13569],[20130],,,,,,,,,,,,,,,,,,,,,,,,
[31627],[10069],[32965],[17389],[13569],[3897],[8614],[7376],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10554],[7585],[2935],[24727],[18367],[7343],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34717],[5516],[29689],[11683],[33869],[18458],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21823],[23094],[27378],[13183],[1670],[19528],[32351],[11592],[19528],[34769],[31485],[14223],[28103],[18733],,,,,,,,,,,,,,,,,,,,,,,
[192],[25166],[6230],[29500],[2132],[29086],[27717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13593],[34638],[10007],[23150],[79],[34661],[18299],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33593],[27840],[17939],[33737],[18218],[6367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30961],[12620],[27756],[10446],[24095],[23094],[9374],[20652],[34363],[12035],[27970],[9769],[23379],,,,,,,,,,,,,,,,,,,,,,,,
[18823],[29660],[21333],[19429],[17864],[4463],[6834],[28479],[13484],[19920],[21833],,,,,,,,,,,,,,,,,,,,,,,,,,
[3748],[31460],[14670],[12908],[16465],[4570],[6176],[25094],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32821],[28685],[1069],[19134],[33950],[17481],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18011],[31284],[18856],[10827],[12866],[22511],[15275],[17947],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18273],[4107],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33684],[25547],[24435],[22099],[9700],[8705],[32642],[14642],[1392],[10395],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,
[20288],[14869],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11607],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32930],[17552],[34391],[28354],[1315],[8331],[32455],[25841],[17742],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29786],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10946],[8764],[2935],[11708],[31693],[10947],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33506],[28228],[1042],[21143],[12312],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27086],[19800],[18000],[2717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18263],[13021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13321],[28257],[2930],[19047],[1392],[33677],[33789],[22303],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33942],[8673],[32181],[22164],[25419],[3850],[5944],[23165],[14365],[5476],,,,,,,,,,,,,,,,,,,,,,,,,,,
[3170],[24070],[4107],[4618],[5146],[10467],[34978],[17774],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21823],[12669],[8458],[18324],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30881],[7981],[21333],[18320],[33737],[19063],[1982],[24296],[21908],[26353],,,,,,,,,,,,,,,,,,,,,,,,,,,
[12597],[5360],[3504],[3504],[3510],[10512],[34673],[11356],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9726],[16836],[29934],[28411],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7500],[10857],[13382],[24924],[7269],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[3170],[16335],[16336],[3170],[3170],[16335],[7972],[16336],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24238],[18856],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27088],[21823],[28111],[31344],[21119],[25122],[21333],[11330],[11341],[17864],,,,,,,,,,,,,,,,,,,,,,,,,,,
[22181],[32166],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17634],[33863],[4304],[9870],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13846],[259],[19133],[25943],[28385],[27471],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22181],[3565],[23316],[33586],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31288],[33677],[32471],[1314],[32471],[24474],[2045],[13569],[32866],[33909],[4527],[33593],[33677],[32471],[8215],,,,,,,,,,,,,,,,,,,,,,
[18011],[8340],[18184],[10622],[5539],[132],[33429],[16307],[30648],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30971],[16946],[9522],[20500],[28897],[15248],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11356],[11386],[11374],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24175],[1314],[18527],[2406],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32392],[33573],[20823],[30450],[27445],[4208],[32404],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25508],[14301],[1033],[33165],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30971],[33974],[27678],[15158],[33976],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24908],[3340],[21823],[32494],[26598],[33268],[16390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[20935],[2935],[11708],[7585],[20097],[20937],[3062],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18254],[34871],[26453],[23840],[17552],[28068],[23745],[19394],[33980],[28091],,,,,,,,,,,,,,,,,,,,,,,,,,,
[7663],[15149],[8946],[1561],[7318],[20565],[7351],[21190],[30595],[26233],[3225],,,,,,,,,,,,,,,,,,,,,,,,,,
[14275],[13337],[8686],[4570],[33497],[12312],[2114],[26595],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6317],[9785],[34978],[10969],[12951],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12669],[27370],[8955],[31287],[31710],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27088],[25801],[20652],[10683],[17864],[26531],[34474],[26521],[32866],[6176],[860],[10683],[17864],,,,,,,,,,,,,,,,,,,,,,,,
[2148],[21333],[3911],[6443],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7663],[23871],[7793],[30380],[9272],[7334],[15630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5019],[17847],[26259],[26436],[1982],[24183],[11683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17864],[5642],[9994],[24407],[17487],[11110],[25812],[31697],[17812],[18777],,,,,,,,,,,,,,,,,,,,,,,,,,,
[29267],[7585],[4087],[20130],[35075],[1042],[4022],[23209],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22164],[22303],[13425],[34982],[1889],[6125],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10946],[2632],[26935],[23790],[20982],[34731],[26049],[3997],[19835],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16836],[18392],[2286],[28165],[10471],[25859],[31053],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27370],[28807],[30174],[11798],[22678],[29500],[27908],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5488],[1788],[4375],[12035],[25482],[31288],[13779],[9612],[1561],[5737],[28068],,,,,,,,,,,,,,,,,,,,,,,,,,
[379],[16022],[29484],[15762],[12836],[24523],[9639],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7535],[2677],[22303],[16346],[32887],[7532],[3345],[3887],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14660],[11327],[14788],[23564],[33457],[23564],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14903],[34731],[2804],[162],[25716],[10554],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31371],[33201],[10419],[22554],[33201],[10419],[24354],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[281],[28801],[281],[22235],[20614],[24108],[34688],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10927],[11510],[33737],[7837],[22235],[32378],[19740],[10942],[32905],[33942],[7841],,,,,,,,,,,,,,,,,,,,,,,,,,
[25945],[8324],[20065],[23356],[14339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32429],[23052],[14694],[15612],[207],[29666],[13845],[33766],[4381],[6847],[19007],[28493],,,,,,,,,,,,,,,,,,,,,,,,,
[2717],[2717],[14800],[15878],[26049],[30039],[11713],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7543],[28709],[16450],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5638],[13137],[27966],[16875],[6358],[28099],[10464],[12312],[13542],[26309],,,,,,,,,,,,,,,,,,,,,,,,,,,
[14340],[19211],[27941],[9997],[23499],[1314],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13827],[12579],[4000],[27043],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7566],[31627],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32166],[28698],[28685],[15511],[15532],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29647],[23605],[11012],[31501],[29647],[10422],[30272],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11798],[13689],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[911],[31364],[34541],[11872],[26267],[2416],[25735],[27388],[17864],[25959],[25254],[34541],[15904],[34432],,,,,,,,,,,,,,,,,,,,,,,
[17014],[18367],[8142],[8966],[33694],[29982],[12697],[12696],[30032],[20365],,,,,,,,,,,,,,,,,,,,,,,,,,,
[12312],[13569],[3911],[26126],[4867],[28133],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25472],[9013],[10393],[5123],[31958],[32604],[27407],[33180],[22220],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25166],[34731],[27405],[23316],[17864],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15164],[31282],[9726],[17784],[13569],[19279],[1847],[13965],[17784],[25119],,,,,,,,,,,,,,,,,,,,,,,,,,,
[20002],[25143],[6806],[29500],[10307],[1889],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24468],[21379],[23732],[22570],[4135],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17966],[12566],[31343],[23569],[27443],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13827],[18633],[33911],[33915],[18633],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4235],[26122],[4570],[11760],[17864],[24979],[14606],[28519],[10307],[14646],[14358],[13210],[13210],[13210],[13210],[13210],,,,,,,,,,,,,,,,,,,,,
[31710],[20801],[9640],[12728],[34455],[10913],[12799],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13700],[6490],[14328],[32919],[31904],[33737],[29175],[31976],[20869],[2449],[22554],,,,,,,,,,,,,,,,,,,,,,,,,,
[24634],[2416],[18273],[14977],[4512],[10727],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12669],[33677],[10887],[10946],[8764],[28861],[10096],[10899],[10947],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34973],[32764],[30146],[28767],[12312],[11012],[33869],[31459],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3117],[31284],[13545],[16465],[21899],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29254],[3333],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[2804],[18972],[12312],[11012],[17145],[17966],[16953],[4766],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16904],[10162],[32181],[1047],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[911],[25859],[28519],[35163],[24183],[3055],[24378],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22587],[18367],[7520],[12854],[28209],[20767],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13003],[415],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[18218],[6076],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[12597],[6735],[30841],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16482],[5152],[20217],[3203],[12222],[28243],[5386],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3433],[4693],[24535],[23939],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28106],[30824],[33007],[4635],[34804],[6391],[210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[20288],[11683],[11687],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18880],[29500],[20500],[13701],[34688],[26297],[33201],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19349],[30106],[32181],[5618],[24548],[30595],[22603],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34436],[3345],[6761],[18334],[10777],[28031],[1042],[14329],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[20343],[17404],[28379],[13140],[9864],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10946],[8764],[28860],[12728],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19562],[5271],[17784],[8871],[10467],[33737],[21190],[19622],[28799],[4913],[1042],[11865],[33403],[3009],,,,,,,,,,,,,,,,,,,,,,,
[2935],[9912],[22205],[13811],[901],[13827],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29993],[10562],[12474],[22048],[1045],[31020],[22048],[14886],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13356],[29099],[19528],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17918],[32856],[26349],[35370],[27217],[3504],[28126],[12681],[11446],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5516],[30964],[3453],[29335],[19002],[1629],[8100],[24108],[24301],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13596],[27590],[733],[30743],[24158],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9997],[28519],[20134],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28479],[35038],[30053],[32031],[10974],[34638],[31710],[34638],[9177],[31697],[20288],[5693],[32031],,,,,,,,,,,,,,,,,,,,,,,,
[10014],[34978],[12597],[5486],[22418],[7585],[30738],[23006],[14275],[6176],[31442],,,,,,,,,,,,,,,,,,,,,,,,,,
[33601],[34363],[12597],[33638],[21009],[925],[7358],[33636],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15746],[219],[23209],[24274],[27539],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9806],[28163],[17650],[29982],[12597],[34754],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14512],[27019],[23803],[33737],[28987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30279],[16226],[26747],[26259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27273],[8501],[6470],[27273],[8486],[11865],[8488],[27295],[13435],[13067],[1759],[22803],,,,,,,,,,,,,,,,,,,,,,,,,
[33891],[1977],[27940],[7597],[18880],[32887],[32946],[27370],[24653],[6211],[17784],[11546],,,,,,,,,,,,,,,,,,,,,,,,,
[29212],[21220],[24612],[35146],[18884],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20652],[12341],[4531],[21220],[18663],[26586],[21849],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18367],[5728],[6425],[29993],[400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31394],[12713],[9055],[980],[11584],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10562],[7343],[7351],[22963],[22950],[24128],[24126],[12981],[12620],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10554],[7585],[34572],[7351],[7351],[34688],[18517],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22287],[10096],[6176],[2114],[32351],[31710],[12866],[3887],[11781],[23247],[29310],[12728],[12597],,,,,,,,,,,,,,,,,,,,,,,,
[31284],[23316],[8238],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32401],[32399],[32399],[18011],[29332],[28836],[22549],[20614],[13263],[31634],[3897],[28174],[18367],[16836],,,,,,,,,,,,,,,,,,,,,,,
[758],[17864],[25829],[15857],[29732],[32699],[11412],[30668],[30718],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21190],[27390],[1318],[32946],[23094],[28897],[14506],[8562],[2114],[30790],[5832],[33159],,,,,,,,,,,,,,,,,,,,,,,,,
[31697],[6761],[29254],[10032],[14395],[21078],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1982],[20288],[26689],[22303],[20217],[4175],[26207],[26774],[187],[17377],[31697],[7597],,,,,,,,,,,,,,,,,,,,,,,,,
[17390],[20614],[12866],[30385],[7446],[7446],[17390],[20614],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11683],[30939],[28281],[28283],[11683],[11865],[29982],[29934],[14472],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],[7363],[9900],[11330],[25607],[8130],[7343],[24483],[6620],,,,,,,,,,,,,,,,,,,,,,,,,,,
[31921],[10692],[15488],[875],[34981],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10554],[7585],[29125],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2114],[2114],[2114],[2114],[10006],[31438],[29993],[30134],[3453],[13003],[24616],,,,,,,,,,,,,,,,,,,,,,,,,,
[23851],[25482],[30469],[27734],[10096],[27370],[9636],[24612],[33714],[27521],,,,,,,,,,,,,,,,,,,,,,,,,,,
[2632],[30039],[31710],[13003],[825],[29934],[2753],[2765],[15077],[2632],[808],,,,,,,,,,,,,,,,,,,,,,,,,,
[19278],[31501],[10162],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29254],[32690],[23788],[33863],[23429],[11865],[4025],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17014],[237],[17864],[14642],[9997],[27908],[1314],[35136],[31905],[8959],[13289],[23316],[10820],[26309],,,,,,,,,,,,,,,,,,,,,,,
[20164],[16141],[20822],[3570],[28179],[18367],[25182],[1217],[23853],[16141],[20051],,,,,,,,,,,,,,,,,,,,,,,,,,
[29058],[7585],[19619],[1561],[13932],[32232],[26689],[4465],[11784],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34177],[12444],[27618],[3345],[13321],[2935],[34688],[27618],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12312],[13569],[11683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16249],[17136],[16189],[34480],[3151],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30893],[31288],[30450],[1977],[11617],[31288],[28675],[6399],[33195],[10419],[11235],,,,,,,,,,,,,,,,,,,,,,,,,,
[5601],[17784],[34434],[20822],[18435],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11850],[33863],[9636],[28088],[35038],[28915],[8083],[33593],[3022],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1315],[9513],[12866],[11687],[11683],[23813],[23150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[20288],[12136],[20288],[27443],[12144],[2684],[28188],[31561],[11330],[4129],[18983],,,,,,,,,,,,,,,,,,,,,,,,,
[22303],[22833],[29270],[19503],[32368],[7064],[17096],[2114],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32600],[3966],[21220],[17576],[21127],[10866],[30053],[6107],[21536],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33863],[12597],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6231],[27995],[6804],[1789],[1005],[30113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17014],[13569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13776],[32887],[31627],[11450],[6467],[2678],[9217],[1788],[21085],[29573],[22554],,,,,,,,,,,,,,,,,,,,,,,,,,
[10307],[11340],[29850],[6324],[11012],[33367],[27580],[33382],[611],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],[10554],[20958],[24430],[16037],[35360],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20278],[11629],[26039],[1645],[28789],[25165],[20279],[6248],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23622],[10014],[23632],[19775],[3453],[5524],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10554],[7585],[28829],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35023],[21220],[8866],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26798],[18439],[12444],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28056],[14113],[26188],[9747],[875],[32719],[23112],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21474],[32110],[9177],[21476],[27939],[10968],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18263],[24183],[31627],[18367],[28519],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2630],[169],[27936],[31697],[20081],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[218],[21042],[24400],[34541],[6125],[35301],[33175],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15270],[17544],[13418],[4340],[26052],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9730],[33284],[25584],[33281],[25583],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33942],[14104],[33737],[34731],[2913],[26939],[4440],[13909],[20589],[26955],[14371],[16846],[21208],,,,,,,,,,,,,,,,,,,,,,,,
[1237],[7585],[1237],[19211],[27940],[980],[13544],[31672],[26031],[22451],[32996],,,,,,,,,,,,,,,,,,,,,,,,,,
[9566],[994],[19862],[16938],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[2804],[10096],[12866],[34406],[18130],[17002],[21077],[9234],[12341],[22235],[17002],[6897],[34612],[9234],,,,,,,,,,,,,,,,,,,,,,
[27095],[34731],[17650],[13321],[10392],[13166],[12312],[33492],[27344],[4651],[10857],,,,,,,,,,,,,,,,,,,,,,,,,,
[29683],[29686],[15587],[11303],[33944],[13839],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[27370],[33516],[14605],[28519],[10554],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10561],[7585],[11330],[10814],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19518],[26508],[9636],[35221],[6615],[23871],[1042],[5866],[25556],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29755],[25359],[25143],[10942],[11614],[19233],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1486],[20134],[6297],[5422],[28206],[16934],[16933],[19763],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1237],[19929],[31916],[30971],[22670],[7833],[13462],[1042],[5737],[17933],[22797],[19889],[32907],[10354],,,,,,,,,,,,,,,,,,,,,,,
[20921],[24158],[27147],[10009],[13596],[23856],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12668],[26447],[31607],[15466],[12459],[7269],[29934],[3581],[29982],[11865],[8588],,,,,,,,,,,,,,,,,,,,,,,,,,
[16300],[6858],[20427],[7635],[27940],[1788],[26798],[21333],[26297],[16300],[6858],[22303],[17784],[12728],[22327],,,,,,,,,,,,,,,,,,,,,,
[23316],[11458],[28150],[6219],[18367],[21111],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16839],[6600],[6599],[3714],[28468],[5737],[30612],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17280],[10994],[31302],[5595],[5486],[34795],[1570],[22998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25107],[18044],[17207],[2243],[20614],[18044],[21493],[16141],[33179],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22554],[21070],[1237],[27940],[5638],[13137],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
